,pvalue,rho
0,0.7458056114057583,0.014742035403894682
1,0.7655885749629752,0.013558657697712346
2,0.9766453415065186,-0.0013313644046914531
3,0.5677047243273872,-0.025983355918565366
4,0.9922149695046867,-0.0004437401961038533
5,0.7278122487366008,0.01582705464902187
6,0.7573183927267468,0.014052204774444367
7,0.418881980975247,-0.036750310464053575
8,0.7738776043517999,-0.013065578379940981
9,0.38262589814427306,0.03968977583340562
10,0.5386725839091417,0.027955407326137872
11,0.16780709950758374,-0.06266547215435844
12,0.3436979741270312,-0.04304245254976784
13,0.5936952111152688,-0.02425845243004047
14,0.39870333580778294,-0.03836656352866917
15,0.4427315256918928,-0.034897792019277604
16,0.41360596140508077,-0.03716836971784446
17,0.7962688949482466,-0.011741059893745274
18,0.9239869428371446,-0.004339166144163247
19,0.4896792883992468,0.03140933549336405
20,0.7997129763517632,0.011538237246979544
21,0.7384078420826223,0.015187081504571365
22,0.764740364745525,-0.013609202906693823
23,0.1387807307506124,-0.0672470289816915
24,0.1387807307506124,-0.0672470289816915
25,0.1387807307506124,-0.0672470289816915
26,0.1387807307506124,-0.0672470289816915
27,0.1387807307506124,-0.0672470289816915
28,0.1387807307506124,-0.0672470289816915
