,pvalue,rho
0,0.3716327263833279,-0.15122029244424845
1,0.04230888666579235,-0.3355755917423722
2,0.6507199617884378,0.07696469615643915
3,0.33553018154286374,-0.16285111134183186
4,0.493264501433178,-0.11624093290167639
5,0.7233760373865844,0.06020257118551511
6,0.3901712187319546,0.1455093766005632
7,0.45367252150469506,0.12704527897229834
8,0.18240242396249143,0.22410029844733265
9,0.7620874793651098,0.05150500489792731
10,0.5553269900236817,0.10015522892391407
11,0.3993542784675903,0.14273904359702716
12,0.2659310535834323,0.18770184233009074
13,0.2599975153377346,-0.1900069292159439
14,0.3762176144403453,-0.14979256348332712
15,0.34628319180787837,-0.15931075655613583
16,0.28281622001474155,-0.18132157803700596
17,0.21713155649840898,-0.20780851263768488
18,0.9777033376181312,-0.004757968119900906
19,0.5204607773356172,-0.10907641914872826
20,0.3138276214655226,-0.17021630948945493
21,0.7466600766892217,-0.05495453178485546
22,0.6142641688259164,-0.08564342615821631
23,0.5338449823636324,0.10561877667910859
24,0.5338449823636324,0.10561877667910859
25,0.5338449823636324,0.10561877667910859
26,0.5338449823636324,0.10561877667910859
27,0.5338449823636324,0.10561877667910859
28,0.5338449823636324,0.10561877667910859
