,pvalue,rho
0,0.5616839781085756,-0.0382941826458724
1,0.9839011874743117,-0.0013319600498562453
2,0.7846530430345179,0.018036386085690494
3,0.5448638292129342,0.03995125739123231
4,0.7981047943178613,0.01688413313019216
5,0.8439696386254987,0.012991387617230003
6,0.5234038616300185,0.04210262283620893
7,0.31057859950282657,-0.06685954142618303
8,0.822715439880937,0.014788928148671967
9,0.04625673543042328,0.13099286620892706
10,0.40939000269073156,0.05441554831544136
11,0.5176505342143403,0.042686945183953474
12,0.6548689642136193,0.02950049527869632
13,0.33114056918991264,0.06408357740782136
14,0.685317831286357,0.026743506678503944
15,0.7600196222553965,0.020160962081434163
16,0.7489458182527328,0.021122725329206813
17,0.322232427885888,0.06527207791780278
18,0.3184677001860166,-0.06578075146583351
19,0.26439163178867253,-0.07357170741813343
20,0.2951141312881079,-0.06902766471317354
21,0.3763678368610587,-0.058343032487764505
22,0.454305402065143,-0.04936211658293279
23,0.9734146029094468,-0.002199839965465707
24,0.9868955426688639,-0.0010841927979931521
25,0.9892061917546904,-0.0008930092085011592
26,0.9480440865974911,-0.004301385026308281
27,0.9652166485557412,-0.0028785662818884366
28,0.9905724288485418,-0.0007799700681845568
