,pvalue,rho
0,0.7707455772577791,-0.01923344965943605
1,0.6876324418306612,0.026535874701169068
2,0.40804296723555744,0.05457196676791077
3,0.7422222230558975,-0.021708840517663124
4,0.8346736670187063,-0.013776324310350517
5,0.9908536705010873,-0.0007567011094685972
6,0.5383619887040179,0.04059851700091589
7,0.35338451384601466,0.06120253949322048
8,0.8297338208974863,0.01419421876077596
9,0.3908882953321978,-0.05659146538711024
10,0.08039192705554166,-0.11502915279278217
11,0.576877260091715,-0.03681777612898267
12,0.5193999283749187,-0.04250892194036903
13,0.7776955959075997,-0.0186344762781832
14,0.7605779619325461,-0.020112584264449094
15,0.9200392196863721,-0.006626271729009946
16,0.7825287082631415,-0.018218844206803215
17,0.8685073926111422,0.010927899839857797
18,0.8736094105160633,-0.010500244018856728
19,0.6926237469715354,0.026089013698031932
20,0.8639443514827609,-0.011310764048133633
21,0.8751736714319562,-0.01036921472083758
22,0.8729171890359442,-0.01055824059338979
23,0.751936277641498,-0.020862571942035023
24,0.7289065893395292,-0.022874692594723
25,0.7142903261998286,-0.024162654832014904
26,0.7432857360915065,-0.021616018867659452
27,0.7418596500078243,-0.02174049503612996
28,0.7424886974158522,-0.021685579079451792
